Provincia;Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio
VALENCIA / VALÈNCIA;VILLANUEVA DE CASTELLÓN;CASTELLÓ DE LA RIBERA;46270;AUTOVIA A7 KM. 855,600;D;-0.543;39.061444;6/11/24 13:48;1.577;;;1.704;;1.429;1.515;;;;;;;;;CEPSA CANONCHE;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A)
VALENCIA / VALÈNCIA;VILLANUEVA DE CASTELLÓN;CASTELLÓ DE LA RIBERA;46270;CALLE DIPUTACION, 16;D;-0.508222;39.076389;16/11/24 0:00;1.559;;;1.669;;1.439;1.489;1.121;;;;;;;;REPSOL;P;OM;L-D: 00:00-00:01;L-D: 00:00-00:01 (A)
VALENCIA / VALÈNCIA;VILLANUEVA DE CASTELLÓN;CASTELLÓ DE LA RIBERA;46270;CARRETERA CV 560 KM. 1,61;D;-0.522056;39.069167;16/11/24 0:00;1.399;;;;;1.319;1.379;0.989;;;;;;;;TOSCANA LOW COST;P;dm;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;VILLAR DEL ARZOBISPO;VILLAR DEL ARZOBISPO;46170;POLIGONO LA LOMA PARCELA 10, 10;D;-0.81875;39.736167;13/11/24 16:04;1.429;;;;;1.319;;;;;;;;;;JEISER OIL;P;dm;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;VILLAR DEL ARZOBISPO;VILLAR DEL ARZOBISPO;46170;PTDA. DE LAS SUERTES (SAN VICENTE );N;-0.833944;39.726;11/11/24 12:04;;;;;;1.299;;0.979;;;;;;;;(SIN RÓTULO);P;dm;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;VILLARGORDO DEL CABRIEL;VILLARGORDO DEL CABRIEL;46317;CARRETERA N III KM. 0;I;-1.433389;39.528806;16/11/24 2:17;1.609;;;1.739;;1.499;1.589;;;;;;;;;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
VALENCIA / VALÈNCIA;VILLARGORDO DEL CABRIEL;VILLARGORDO DEL CABRIEL;46317;CARRETERA N III KM. 255,08;D;-1.437167;39.525889;15/11/24 14:30;1.614;;;1.744;;1.524;1.614;;;;;;;;;GALP;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
VALENCIA / VALÈNCIA;VINALESA;VINALESA;46114;CARRETERA 304 KM. 2,8;N;-0.366778;39.532389;15/11/24 8:19;1.596;;;;;1.446;1.496;;;;;;;;;GALP;P;dm;"L-S: 06:30-21:30; D: 07:00-21:00";Sin datos
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;CARRETERA ALZIRA KM. 13;D;-0.513389;38.996222;15/11/24 19:20;1.389;;;;;1.219;;;;;;;;;;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;CAMI CEMENTERI, 5;D;-0.526889;38.9985;11/11/24 11:29;1.409;;;;;1.269;;;;;;;;;;LOW COST CIRUGEDA;P;dm;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;CALLE PROYECTO MOLA 3, 6;D;-0.512611;38.99725;13/11/24 2:19;1.369;;;;;1.189;;;;;;0.977;;;;#¿NOMBRE?;P;dm;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;CALLE VIA SERVICIO POLIGONO IND. F, 18;D;-0.521528;38.996361;11/11/24 4:15;1.349;;;;;1.169;;;;;;;;;;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;CAMINO CM DEL CEMENTERI, S/N;D;-0.524472;38.994389;7/11/24 6:00;1.669;;1.719;;;1.549;1.609;;;;;0.989;;;;REPSOL;P;dm;"L-V: 07:00-21:00; S: 08:00-18:00";"L-V: 07:00-21:00 (A); S: 08:00-18:00 (A)"
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;CARRETERA LLOSA DE RANES S/N KM. S/N;N;-0.526778;39.000083;5/11/24 10:54;1.349;;;1.559;;1.169;1.299;;;;;;;;;FAMILY ENERGY,SL;P;dm;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;PLAZA ESPAÑA, 1;I;-0.513389;38.990583;4/11/24 18:00;1.649;;;1.721;;1.469;1.535;1.039;;;;;;;;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;XÀTIVA;XATIVA;46800;CARRETERA N-340 XATIVA-LLOSA DE RANES KM. SN;D;-0.526861;39.001722;12/11/24 12:55;;;;;;1.235;;;;;;;;;;SIN ROTULO;P;dm;L-D: 24H;L-D: 24H (D)
VALENCIA / VALÈNCIA;XERACO;XERACO;46770;CARRETERA N-332 KM. 204,6;D;-0.225639;39.046917;12/11/24 10:22;1.599;;;1.731;;1.469;1.535;;;;;;;;;CEPSA;P;dm;"L-V: 06:00-20:00; S-D: 09:00-14:00";Sin datos
VALENCIA / VALÈNCIA;XERACO;XERACO;46770;AUTOPISTA AP-7 (MRG.IZDO.) KM. 570;I;-0.226417;39.039056;16/11/24 0:00;1.609;;;1.751;;1.479;1.569;;;;;;;;;BP AP7 LA SAFOR VALENCIA;P;OM;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;XERACO;XERACO;46770;AUTOPISTA AP-7 (MRG.DCHO.) KM. 570;D;-0.228139;39.040833;16/11/24 0:00;1.609;;;1.751;;1.479;1.569;;;;;;;;;BP AP7 LA SAFOR ALICANTE;P;OM;L-D: 24H;L-D: 24H (A)
VALENCIA / VALÈNCIA;XERACO;XERACO;46770;CARRETERA LA PLAYA KM. 1,5;D;-0.215528;39.040556;13/11/24 10:40;1.549;;;1.689;;1.419;;;;;;;;;;MEROIL;P;dm;L: 06:00-22:00;L-D: 06:00-20:00 (A)
VALENCIA / VALÈNCIA;XIRIVELLA;XIRIVELLA;46950;CALLE RAJOLAR, EL, 4;D;-0.439833;39.463722;11/11/24 4:15;1.385;;;;;1.265;;;;;;;;;;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
VALENCIA / VALÈNCIA;XIRIVELLA;XIRIVELLA;46950;AVENIDA CAMI NOU ESQ. CAMI DE LA RAMBLETA, S/N;D;-0.445139;39.459778;12/11/24 22:33;1.417;;;;;1.297;;;;;;;;;;AUTOIL XIRIVELLA;P;dm;"L-V: 06:00-22:00; S-D: 07:00-21:00";"L-V: 06:00-22:00 (A); S-D: 07:00-21:00 (A)"
VALENCIA / VALÈNCIA;XIRIVELLA;XIRIVELLA;46950;AV  CAMI NOU, 180;N;-0.43475;39.46425;15/11/24 7:15;1.385;;;;;1.265;;;;;;;;;;FULL & GO;P;dm;L-D: 24H;"L-S: 00:00-06:30 (D), 06:30-21:45 (A), 21:45-23:59 (D); D: 00:00-07:30 (D), 07:30-21:45 (A), 21:45-23:59 (D)"
VALENCIA / VALÈNCIA;XIRIVELLA;XIRIVELLA;46950;CALLE LES MORERES, 39;D;-0.435333;39.459944;11/11/24 12:12;1.399;;;1.799;;1.265;;;;;;;;;;GAX;P;dm;L-D: 24H;"L-V: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D); S-D: 24H (D)"
VALENCIA / VALÈNCIA;YÁTOVA;YATOVA;46367;AVENIDA DIPUTACIÓN, 74;D;-0.814667;39.385444;11/11/24 9:34;1.349;;;;;1.499;;0.919;;;;;;;;SCVA VIRGEN DESAMPARADOS;P;dm;L-D: 24H;L-D: 24H (D)
VALLADOLID;ALAEJOS;ALAEJOS;47510;CARRETERA N 620 KM. 181,700;N;-5.215556;41.303361;11/11/24 15:00;1.529;;;;;1.449;1.514;;;;;;;;;VALCARCE;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
VALLADOLID;ALCAZARÉN;ALCAZAREN;47238;CARRETERA N-601, PK. 159,40 KM. ;I;-4.685056;41.386556;15/11/24 9:31;1.489;;1.549;;;1.419;1.509;;;;;;;;;CEPSA;P;dm;"L-V: 06:30-21:30; S: 09:00-14:00";"L-V: 06:30-21:30 (P); S: 09:00-14:00 (P)"
VALLADOLID;ALDEAMAYOR DE SAN MARTÍN;ALDEAMAYOR DE SAN MARTIN;47162;AUTOVIA CARRETERA SG 601 KM 13,75 KM. 13,750;N;-4.658667;41.541917;11/11/24 12:50;1.559;;;;;1.489;;;;;;;;;;VALCARCE ;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;ALDEAMAYOR DE SAN MARTÍN;ALDEAMAYOR DE SAN MARTIN;47162;CALLE CALVARIO, 18;D;-4.636333;41.511056;14/11/24 17:44;1.399;;;;;1.289;;;;;;0.885;;;;MAXPETROL;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;ARROYO DE LA ENCOMIENDA;ARROYO DE LA ENCOMIENDA;47195;CALLE FELIPE II, 2;D;-4.786889;41.618194;14/11/24 20:43;1.399;;;;;1.249;;;;;;;;;;GASEXPRESS VALLADOLID 5;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;ARROYO DE LA ENCOMIENDA;ARROYO DE LA ENCOMIENDA;47195;AVENIDA SALAMANCA, 21;D;-4.769778;41.623056;16/11/24 10:59;1.399;;;;;1.229;1.249;;;;;;;;;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
VALLADOLID;ARROYO DE LA ENCOMIENDA;ARROYO DE LA ENCOMIENDA;47195;AVENIDA SALAMANCA, 25;I;-4.77075;41.623833;16/11/24 0:00;1.559;;1.639;;;1.479;1.559;;;;;;;;;CEPSA;P;OM;L-D: 06:00-23:59;L-D: 06:00-23:59 (A)
VALLADOLID;ARROYO DE LA ENCOMIENDA;FLECHA, LA;47195;AVENIDA SALAMANCA (N-620 KM 129), 36;D;-4.773833;41.622722;16/11/24 11:00;1.579;;;1.719;;1.499;1.579;;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (P)
VALLADOLID;ATAQUINES;ATAQUINES;47210;AUTOVIA A6 KM. 141;D;-4.807472;41.182028;15/11/24 11:33;1.529;;;1.708;;1.469;1.548;1.209;;;;0.924;;;;REPSOL;P;dm;L-D: 06:30-23:00;L-D: 06:30-23:00 (P)
VALLADOLID;ATAQUINES;ATAQUINES;47210;CARRETERA FUENTE EL SOL KM. S/N;D;-4.810444;41.180444;12/11/24 14:17;1.443;;;;;1.349;;;;;;;;;;SAN AGUSTIN;P;dm;L-V: 07:00-18:00;L-V: 07:00-18:00 (A)
VALLADOLID;BECILLA DE VALDERADUEY;BECILLA DE VALDERADUEY;47670;CARRETERA NACIONAL 6O1 ADANERO A GIJON KM. 259,7;D;-5.206722;42.091944;11/11/24 9:35;1.629;;;1.739;;1.529;1.579;1.169;;;;;;;;CEPSA;P;dm;"L-V: 07:00-22:00; S-D: 07:30-22:00";"L-V: 07:00-22:00 (P); S-D: 07:30-22:00 (P)"
VALLADOLID;BECILLA DE VALDERADUEY;BECILLA DE VALDERADUEY;47670;CTRA DE  RIOSECO , KM258;D;-5.205583;42.091944;11/11/24 0:00;;;;;;1.267;;;;;;;;;;BECILLA;R;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;BOBADILLA DEL CAMPO;BOBADILLA DEL CAMPO;47462;CARRETERA L-801 ALAEJOS-ATAQUINES KM. 22,800;D;-5.019917;41.206194;12/11/24 9:28;1.539;;;;;1.499;;;;;;;;;;AVIA;P;dm;"L-S: 07:00-13:30 y 14:00-20:00; D: 08:00-13:00";"L-S: 07:00-13:30 (A), 14:00-20:00 (A); D: 08:00-13:00 (A)"
VALLADOLID;BOECILLO;BOECILLO;47151;CARRETERA MADRID KM. 177;I;-4.6995;41.536222;16/11/24 10:00;1.569;;1.659;;;1.477;1.544;1.059;;;;;;;;CEPSA;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
VALLADOLID;CABEZÓN DE PISUERGA;CABEZON DE PISUERGA;47260;CARRETERA A-62 KM. 112;D;-4.659833;41.744056;16/11/24 11:00;1.569;;;1.709;;1.509;1.589;;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
VALLADOLID;CAMPASPERO;CAMPASPERO;47310;CARRETERA VA-223 KM. 14;D;-4.189472;41.495472;14/11/24 12:12;;;;;;1.349;;0.919;;;;;;;;EL PARAMO S.C.L.;R;dm;L-V: 09:00-18:30;L-V: 09:00-18:30 (A)
VALLADOLID;CAMPASPERO;CAMPASPERO;47310;CAMINO LAS FUENTE, 1;N;-4.194361;41.488861;13/11/24 12:10;;;;;;1.349;;0.929;;;;;;;;COCOPE S.COOP;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;CANALEJAS DE PEÑAFIEL;CANALEJAS DE PEÑAFIEL;47311;CALLE REAL DE SEGOVIA, 36;N;-4.112861;41.523306;15/11/24 15:40;;;;;;;;0.926;;;;;;;;NO TIENE;R;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;CASASOLA DE ARIÓN;CASASOLA DE ARION;47110;CALLE MANGANESES, 1;N;-5.2445;41.577778;11/11/24 10:54;;;;;;;;0.983;;;;;;;;ARION;R;dm;L-V: 09:00-13:00 y 15:00-18:00;L-V: 09:00-13:00 (A), 15:00-18:00 (A)
VALLADOLID;CASTREJÓN DE TRABANCOS;CASTREJON DE TRABANCOS;47512;CALLE AFUERAS, 1;D;-5.172111;41.244694;11/11/24 9:39;1.386;;;;;1.3;;;;;;;;;;SERVICOCETRA S.L.U.;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;CASTRONUÑO;CASTRONUÑO;47520;CAMINO CARRETERA BOVEDA, 19;N;-5.269167;41.387722;13/11/24 16:39;1.395;;;;;1.32;;;;;;;;;;ES CASTRONUÑO;P;dm;L-D: 24H;L-D: 24H (D)
VALLADOLID;CASTROVERDE DE CERRATO;CASTROVERDE DE CERRATO;47182;CARRETERA PIÑEL DE ABAJO KM. S/N;N;-4.219333;41.75425;14/11/24 0:01;;;;;;1.34;;0.94;;;;;;;;NO TIENE;R;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;CIGALES;CIGALES;47270;CTRA. VALLADOLID - CIGALES , KM. 1,7;I;-4.708889;41.720667;14/11/24 14:11;1.449;;;;;1.345;;;;;;0.899;;;;E.S. REAL;P;dm;"L-V: 07:00-22:00; S: 08:00-22:00";"L-V: 07:00-22:00 (P); S: 08:00-22:00 (P)"
VALLADOLID;CISTÉRNIGA;CISTERNIGA;47193;N-122 km 353,8;I;-4.656111;41.598583;16/11/24 0:00;1.549;;1.649;;;1.499;1.579;;;;;;;;;CEPSA;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
VALLADOLID;COGECES DEL MONTE;COGECES DEL MONTE;47313;CALLE Real, 81;I;-4.322861;41.511;13/11/24 12:10;1.419;;;;;1.349;;0.929;;;;;;;;COCOPE S.COOP.;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;CUBILLAS DE SANTA MARTA;CUBILLAS DE SANTA MARTA;47290;AUTOVIA A-62 KM. 102;I;-4.58375;41.809722;12/11/24 11:02;1.529;;;1.649;;1.509;1.559;;;;;;;;;REPSOL;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
VALLADOLID;CUBILLAS DE SANTA MARTA;CUBILLAS DE SANTA MARTA;47290;AUTOVIA A-62 KM. 102;D;-4.582806;41.809667;12/11/24 10:58;1.529;;;1.649;;1.509;1.559;;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;ESGUEVILLAS DE ESGUEVA;ESGUEVILLAS DE ESGUEVA;47176;VALLADOLID-TORTOLES, KM. 30;N;-4.385306;41.741194;14/11/24 16:00;1.439;;;;;1.359;;;;;;;;;;AN ENERGETICOS, S.L. - ESGUEVILLAS DE ESGUEVA;P;dm;L-D: 24H;Sin datos
VALLADOLID;ÍSCAR;ISCAR;47420;CALLE SAN MIGUEL, 47;D;-4.542917;41.358361;15/11/24 14:22;1.399;;;;;1.289;;;;;;;;;;ION+;P;dm;L: 24H;Sin datos
VALLADOLID;ÍSCAR;ISCAR;47420;CARRETERA ISCAR-CUELLAR KM. 17,3;D;-4.504417;41.368278;14/11/24 17:41;1.399;;;1.499;;1.289;1.349;;;;;0.885;;;;MAXPETROL;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;ÍSCAR;ISCAR;47420;CR C-112, 21;I;-4.539611;41.359028;16/11/24 0:00;1.539;;;1.649;;1.469;1.559;;;;;;;;;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
VALLADOLID;LAGUNA DE DUERO;LAGUNA DE DUERO;47140;CALLE ROBLE, 1;D;-4.723306;41.592;11/11/24 21:51;1.399;;;;;1.255;;;;;;;;;;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
VALLADOLID;LAGUNA DE DUERO;LAGUNA DE DUERO;47140;AVENIDA DE MADRID, 1;N;-4.718722;41.587083;15/11/24 11:42;1.509;;;;;1.449;1.579;;;;;;;;;AVIA;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
VALLADOLID;LAGUNA DE DUERO;LAGUNA DE DUERO;47140;CTRA.N-601 (AVDA. DE LA RONDA S/N) km 184;N;-4.723694;41.594639;15/11/24 15:00;1.529;;;1.669;;1.469;1.549;;;;;0.929;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A)
VALLADOLID;LANGAYO;LANGAYO;47314;CALLE CALLEJUELAS, S;N;-4.202694;41.571167;15/11/24 11:03;;;;;;1.31;;0.93;;;;;;;;NO TIENE;R;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;MAYORGA;MAYORGA;47680;CARRETERA N-601 KM. 269;I;-5.267278;42.160417;15/11/24 13:30;1.579;;;;;1.479;1.569;;;;;;;;;GALP;P;OM;"L-V: 08:00-22:00; S-D: 09:00-21:00";"L-V: 08:00-22:00 (P); S-D: 09:00-21:00 (P)"
VALLADOLID;MAYORGA;MAYORGA;47680;CALLE DISEMINADOS, 17;I;-5.271028;42.161139;11/11/24 0:00;1.38;;;;;1.267;;;;;;;;;;COCOCEA;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;MEDINA DE RIOSECO;MEDINA DE RIOSECO;47800;CALLE RADILLA, 1;I;-5.055167;41.891639;14/11/24 14:47;;;;;;1.338;;;;;;;;;;SUGASYL SL;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;MEDINA DE RIOSECO;MEDINA DE RIOSECO;47800;CARRETERA CARRETERA ADANERO KM. 232;D;-5.054833;41.894528;14/11/24 16:00;1.439;;;;;1.359;;;;;;;;;;AN ENERGÉTICOS - MEDINA DE RIOSECO;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;MEDINA DE RIOSECO;MEDINA DE RIOSECO;47800;CR N-601, 233,6;D;-5.051389;41.889167;15/11/24 12:19;1.519;;;;;1.489;1.569;;;;;;;;;REPSOL;P;dm;"L-V: 07:00-19:00; S-D: 09:00-19:00";L-D: 07:00-23:00 (A)
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;AVENIDA DE LA CONSTITUCION, 54;D;-4.916472;41.318139;16/11/24 11:00;1.549;;;1.689;;1.519;1.589;1.152;;;;;;;;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;AVENIDA QUINTO CENTENARIO, 2;D;-4.909111;41.301806;16/11/24 0:00;1.539;;1.579;1.689;;1.509;1.589;1.152;;;;;;;;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;AVENIDA DEL CUARTEL, 1;N;-4.911028;41.305194;16/11/24 0:00;1.539;;;1.689;;1.509;1.589;;;;;;;;;REPSOL;P;OM;L: 07:00-23:00;L: 07:00-23:00 (A)
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;AUTOVIA A - 6 MADRID-LA CORUÑA KM. 154,100;D;-4.887778;41.275306;16/11/24 11:00;1.569;;;1.709;;1.529;1.569;;;;;;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;AUTOVIA A-6 KM. 165;N;-4.958806;41.355278;16/11/24 6:11;1.539;;;1.679;;1.484;1.574;;;;;;;;;GALP;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;CARRETERA CTRA A PEÑARADA S/N KM. ;N;-4.907694;41.300389;15/11/24 13:30;1.469;;;1.599;;1.359;1.429;;;;;;;;;Q8;P;dm;L-D: 24H;Sin datos
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;CALLE ALARIFES, 3;D;-4.915944;41.324417;11/11/24 9:53;1.449;;;;;1.339;;;;;;;;;;LOWCOST MEDINA;P;dm;L-D: 24H;L-D: 24H (D)
VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;AVENIDA DE LA CONSTITUCION, 82;D;-4.920861;41.322111;15/11/24 14:27;1.449;;;;;1.339;;;;;;;;;;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (D)
VALLADOLID;MOJADOS;MOJADOS;47250;CR N-601, 167,7;D;-4.667667;41.453528;16/11/24 0:00;1.539;;;1.689;;1.479;1.559;;;;;;;;;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
VALLADOLID;MOJADOS;MOJADOS;47250;CARRETERA VA 404 KM. 26;D;-4.672944;41.431167;11/11/24 9:28;1.43;;;;;1.258;;;;;;;;;;NUÑEZ VILLARREAL;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;MOJADOS;MOJADOS;47250;CALLE MIGUEL PELILLO, 30;D;-4.666944;41.433806;14/11/24 17:44;1.399;;;;;1.289;;;;;;;;;;MAXPETROL ;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;MOTA DEL MARQUÉS;MOTA DEL MARQUES;47120;AUTOVIA A-6 KM. 202;D;-5.173278;41.626972;15/11/24 15:00;1.555;;;1.709;;1.505;1.569;1.125;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;MUDARRA (LA);MUDARRA (LA);47630;CARRETERA N-601 KM. 218;D;-4.939194;41.78475;11/11/24 10:31;1.539;;;1.679;;1.499;1.509;;;;;;;;;CEPSA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
VALLADOLID;MUDARRA (LA);MUDARRA (LA);47630;CARRERA NACIONAL 601, 218,1;I;-4.94175;41.78625;11/11/24 10:36;1.539;;;1.679;;1.449;1.509;;;;;;;;;CEPSA;P;dm;"L-V: 06:00-23:00; S-D: 13:00-21:00";"L-V: 06:00-23:00 (A); S-D: 13:00-21:00 (A)"
VALLADOLID;NAVA DEL REY;NAVA DEL REY;47500;AUTOVIA A-62 KM. 169,6;D;-5.134528;41.410556;14/11/24 11:06;1.589;;;1.719;;1.489;;;;;;0.989;;;;LA LOBA 2000;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;NAVA DEL REY;NAVA DEL REY;47500;LUIS SALVADOR CARMONA, S/N;N;-5.085111;41.334778;11/11/24 10:00;;;;;;;;0.913;;;;;;;;NO TIENE;R;dm;L-V: 08:30-13:30 y 15:00-18:00;L-V: 08:30-13:30 (A), 15:00-18:00 (A)
VALLADOLID;OLMEDO;OLMEDO;47410;CARRETERA AGUASAL KM. 15;D;-4.678333;41.285111;4/11/24 12:03;;;;;;1.399;;1.05;;;;;;;;COOP COCOL;P;dm;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-18:00 (A), 18:00-23:59 (D); S: 00:00-09:00 (D), 09:00-12:00 (A), 12:00-23:59 (D); D: 24H (D)"
VALLADOLID;OLMEDO;OLMEDO;47410;CR N-601 149;I;-4.681167;41.287889;16/11/24 0:00;1.539;;;;;1.469;;;;;;;;;;REPSOL;P;OM;L-D: 08:00-20:00;L-D: 08:00-20:00 (A)
VALLADOLID;OLMEDO;OLMEDO;47410;CARRETERA N-601 KM. 147,8;I;-4.681639;41.282361;16/11/24 2:17;1.519;;1.569;;;1.459;1.529;;;;;;;;;GALP;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
VALLADOLID;PEDRAJA DE PORTILLO (LA);PEDRAJA DE PORTILLO (LA);47196;CARRETERA N-601 KM. 173,8;I;-4.690083;41.508972;16/11/24 0:00;1.549;;;1.699;;1.479;1.559;;;;;;;;;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
VALLADOLID;PEDRAJAS DE SAN ESTEBAN;PEDRAJAS DE SAN ESTEBAN;47430;CARRETERA CTRA.ALCAZAREN-PEDRAJAS, KM8 KM. ;I;-4.59875;41.345139;15/11/24 11:34;1.418;;;;;1.308;1.358;1.2;;;;;;;;E.S.PEDRAJAS;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
VALLADOLID;PEDROSA DEL REY;PEDROSA DEL REY;47112;CARRETERA CR VP-6701 VILLAESTER-PEDROSA DEL REY KM. 1;D;-5.213694;41.51825;14/11/24 7:00;1.569;;;1.699;;1.519;1.599;;;;;0.969;;;;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
VALLADOLID;PEÑAFIEL;PEÑAFIEL;47300;AVENIDA ESCALONA, 19;N;-4.114806;41.602528;11/11/24 12:00;1.579;;;1.689;;1.489;1.549;1.129;;;;0.959;;;;REPSOL;P;dm;"L-S: 07:00-23:00; D: 09:00-21:00";"L-S: 07:00-23:00 (P); D: 09:00-21:00 (P)"
VALLADOLID;PEÑAFIEL;PEÑAFIEL;47300;AVENIDA ESCALONA, 5;D;-4.113917;41.603083;11/11/24 9:33;1.529;;;;;1.439;;;;;;;;;;AUTOSERVICIO 24H JLZ;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;PEÑAFIEL;PEÑAFIEL;47300;CARRETERA PESQUERA KM. 0,800;D;-4.115278;41.608694;13/11/24 12:11;1.409;;;;;1.349;;0.929;;;;;;;;COCOPE, S. COOP.;P;dm;L-D: 24H;L-D: 24H (A)
VALLADOLID;PEÑAFIEL;PADILLA DE DUERO;47314;CR N-122, 312;D;-4.175444;41.612611;15/11/24 10:30;1.599;;;1.729;;1.459;1.529;1.169;;;;;;;;REPSOL;P;dm;"L-V: 07:00-22:00; S-D: 09:00-22:00";"L-V: 07:00-22:00 (A); S-D: 09:00-22:00 (A)"
VALLADOLID;PORTILLO;ARRABAL DE PORTILLO;47160;CR CL-601, 22,7;D;-4.598167;41.475833;16/11/24 11:00;1.539;;;1.689;;1.509;1.569;1.12;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (P)
