direccion_estacion;margen_estacion;tipo_estacion;horario_estacion;latitud_estacion;longitud_estacion;nombre_localidad;nombre_empresa
AUTOPISTA AP-6 KM. 42,3;D;Terrestre;L-D: 24H;40.643667;-4.038167;SAN LORENZO DE EL ESCORIAL;CEPSA
CALLE JUAN DE TOLEDO, 8;D;Terrestre;L-D: 07:30-22:00;40.591722;-4.143778;SAN LORENZO DE EL ESCORIAL;CEPSA
AVENIDA DOCTOR MANUEL JARABO (DEL), 74;I;Terrestre;L-D: 06:00-00:00;40.212278;-3.579528;SAN MARTIN DE LA VEGA;CEPSA
CARRETERA M-506 KM. 36,330;I;Terrestre;L-D: 24H;40.222861;-3.609917;SAN MARTIN DE LA VEGA;OLIVAR ALTO 24H
CARRETERA M-506 KM. 46,500;D;Terrestre;L-D: 06:00-22:00;40.256444;-3.532083;SAN MARTIN DE LA VEGA;INDUSTRIAL LOS ANGELES
CARRETERA M-501 KM. 54,1;I;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-23:00";40.3575;-4.379472;SAN RAMON;REPSOL
AVENIDA DE MADRID, 34;N;Terrestre;L-D: 24H;40.358472;-4.391778;SAN MARTIN DE VALDEIGLESIAS;SUPECO
CR N-1, 18,6;D;Terrestre;L-D: 24H;40.545778;-3.6065;SAN SEBASTIAN DE LOS REYES;REPSOL
AVENIDA PIRINEOS (DE LOS), 21;D;Terrestre;L-D: 24H;40.551972;-3.610083;SAN SEBASTIAN DE LOS REYES;BALLENOIL
PASEO EUROPA, 22;D;Terrestre;L-D: 24H;40.545917;-3.622917;SAN SEBASTIAN DE LOS REYES;BALLENOIL
AVENIDA FUENTE NUEVA, 18;D;Terrestre;L-D: 24H;40.547667;-3.612472;SAN SEBASTIAN DE LOS REYES;PETROPRIX
AUTOVIA NACIONAL I KM. 26,200;D;Terrestre;L-D: 24H;40.608417;-3.578833;SAN SEBASTIAN DE LOS REYES;HAM
AVENIDA TENERIFE (DE), 14;N;Terrestre;L-D: 24H;40.559528;-3.62175;SAN SEBASTIAN DE LOS REYES;CEPSA
AVENIDA MATAPIÑONERA, 20;D;Terrestre;L-D: 24H;40.545806;-3.61775;SAN SEBASTIAN DE LOS REYES;BALLENOIL
N-I  (BURGOS-MADRID) km 24,100;I;Terrestre;L-D: 24H;40.590944;-3.583417;SAN SEBASTIAN DE LOS REYES;SETOR
CTRA. BURGOS;D;Terrestre;L-D: 24H;40.5905;-3.582583;SAN SEBASTIAN DE LOS REYES;CEPSA
AUTOVIA NACIONAL I KM. 26,200;N;Terrestre;L-D: 24H;40.608694;-3.579;SAN SEBASTIAN DE LOS REYES;GALP
AVENIDA EINSTEIN, 5;D;Terrestre;L-D: 07:00-23:00;40.544417;-3.610167;SAN SEBASTIAN DE LOS REYES;REPSOL
AVENIDA TENERIFE, 10;D;Terrestre;L-D: 24H;40.559389;-3.622861;SAN SEBASTIAN DE LOS REYES;BALLENOIL
GLORIETA ANTONIO GAUDI, ;N;Terrestre;L-D: 07:00-23:00;40.557833;-3.612611;SAN SEBASTIAN DE LOS REYES;BP APADIS
AVENIDA FUENTENUEVA, 1;N;Terrestre;L-D: 06:00-22:00;40.54775;-3.61075;SAN SEBASTIAN DE LOS REYES;SHELL
CARRETERA ANTIGUA N-I CV CAMINO REDESA KM. S/N;N;Terrestre;L-D: 06:00-00:00;40.565556;-3.605472;SAN SEBASTIAN DE LOS REYES;SHELL
CL AVDA TENERIFE, 18;D;Terrestre;L-D: 06:00-22:00;40.56025;-3.620056;SAN SEBASTIAN DE LOS REYES;REPSOL
N-I (MADRID-BURGOS) km 24,100;D;Terrestre;L-D: 24H;40.590889;-3.581778;SAN SEBASTIAN DE LOS REYES;CEPSA
CL REAL  (ANTIGUA N-1), 120;I;Terrestre;L-D: 06:00-22:00;40.5525;-3.618861;SAN SEBASTIAN DE LOS REYES;REPSOL
CALLE CEBADAL, 27;D;Terrestre;L-D: 24H;40.560444;-4.244139;PARADILLA (LA);EMACOIL 24-7
AUTOVIA A-I KM. 81;I;Terrestre;L-D: 06:00-00:00;41.040139;-3.617861;SERNA DEL MONTE (LA);SHELL
AUTOVIA N-1 KM. 80,200;D;Terrestre;L-D: 24H;41.034972;-3.617222;SERNA DEL MONTE (LA);BP LAS NAVAS
CARRETERA M-600 KM. 44;D;Terrestre;L-D: 07:00-23:00;40.338556;-4.019111;SEVILLA LA NUEVA;GALP
CARRETERA M-600 KM. 44;I;Terrestre;L-D: 07:00-23:00;40.338972;-4.018306;SEVILLA LA NUEVA;GALP
AUTOVIA A-1 KM. 92,5;D;Terrestre;L-D: 07:30-22:00;41.134917;-3.580806;SOMOSIERRA;CEPSA
CARRETERA M-609 KM. 3;D;Terrestre;L-D: 06:00-22:00;40.717528;-3.791778;SOTO DEL REAL;BP SOTO I
CARRETERA M-609 KM. 3;I;Terrestre;L-D: 06:00-22:00;40.717917;-3.792806;SOTO DEL REAL;BP SOTO II
AVENIDA DE LAS FRONTERAS, S/N;N;Terrestre;L-D: 24H;40.456694;-3.482806;TORREJON DE ARDOZ;BP TORREJON - AV FRONTERAS
CARRETERA DE TORREJON A LOECHES KM. 1,100;N;Terrestre;L-D: 24H;40.442083;-3.463722;TORREJON DE ARDOZ;BP TORREJON - CTRA LOECHES
AVENIDA DE LAS ESTACIONES, 2;D;Terrestre;L-D: 24H;40.446083;-3.483278;TORREJON DE ARDOZ;SHELL
AVENIDA DE LA CONSTITUCION, 262;N;Terrestre;L-D: 24H;40.465694;-3.439;TORREJON DE ARDOZ;SHELL
CALLE SOLANA DE LA, 17;N;Terrestre;"L-S: 06:00-23:00; D: 08:00-22:00";40.454861;-3.467361;TORREJON DE ARDOZ;PETROKAL
CALLE LOECHES, S/N;N;Terrestre;L-D: 07:00-23:00;40.450333;-3.470861;TORREJON DE ARDOZ;CARREFOUR
CARRETERA LOECHES-AJALVIR, KM. 12,500;I;Terrestre;"L-S: 06:00-00:30; D: 08:00-00:30";40.4735;-3.480694;TORREJON DE ARDOZ;ALCAMPO
CALLE LONDRES, 30;N;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";40.460833;-3.468667;TORREJON DE ARDOZ;BP GASOLEOS TORREJÓN
AVENIDA CONSTITUCION, 225;I;Terrestre;L-D: 06:00-23:00;40.463667;-3.446389;TORREJON DE ARDOZ;ES BERNARDA
POZO DE LAS NIEVES, S.N.;N;Terrestre;L-D: 06:00-22:00;40.445056;-3.462361;TORREJON DE ARDOZ;ES ESUCARTO
AVENIDA CONSTITUCION, 167;I;Terrestre;L-D: 24H;40.459111;-3.465056;TORREJON DE ARDOZ;ES AIDA 
AVENIDA DEL SOL, S,N;D;Terrestre;L-D: 24H;40.447361;-3.481333;TORREJON DE ARDOZ;CEPSA
AVENIDA CONSTITUCIÓN, 1;D;Terrestre;L: 24H;40.455;-3.488889;TORREJON DE ARDOZ;PLENOIL
AVENIDA DE LA CONSTITUCION, 108;N;Terrestre;L-D: 06:00-22:00;40.458389;-3.466611;TORREJON DE ARDOZ;GASOLINERA TORREJÓN
CALLE JACINTO BENAVENTE, 2;N;Terrestre;L-D: 24H;40.470917;-3.429611;TORREJON DE ARDOZ;NIEVES
CALLE CIRCUNVALACIÓN, 64;N;Terrestre;L-D: 24H;40.452083;-3.458444;TORREJON DE ARDOZ;BALLENOIL
CALLE SOLANA, 56;D;Terrestre;L-D: 24H;40.455806;-3.461778;TORREJON DE ARDOZ;STORE FUEL 
AVENIDA PREMIOS NOBEL, 1;D;Terrestre;L-D: 24H;40.470111;-3.449278;TORREJON DE ARDOZ;PLENOIL
CALLE OLMO, 1;D;Terrestre;L-D: 24H;40.447361;-3.457083;TORREJON DE ARDOZ;BALLENOIL
AVENIDA RONDA SUR, 4;D;Terrestre;L-D: 24H;40.440611;-3.489528;TORREJON DE ARDOZ;ÁREA 117 - VALCARCE
CALLE CHARCA DE LOS PECES, 2;D;Terrestre;L-D: 24H;40.446028;-3.466278;TORREJON DE ARDOZ;BALLENOIL
POLIGONO CASABLANCA C/JACINTO BENAVENTE, 6;N;Terrestre;L-D: 24H;40.472444;-3.427417;TORREJON DE ARDOZ;SHELL
AVENIDA DE LA CONSTITUCION, 287;N;Terrestre;L-D: 24H;40.46775;-3.434083;TORREJON DE ARDOZ;PETROPRIX
CALLE MARIO VARGAS LLOSA, 4;D;Terrestre;L-D: 24H;40.47115;-3.43669;TORREJON DE ARDOZ;FAST FUEL
AVENIDA SOL, 50;D;Terrestre;L-D: 24H;40.448028;-3.481667;TORREJON DE ARDOZ;GASEXPRESS
AVENIDA DE LA CONSTITUCION, 249;D;Terrestre;L-D: 24H;40.465333;-3.442139;TORREJON DE ARDOZ;PLENOIL
CARRETERA DE LA BASE KM. S/N;N;Terrestre;L-D: 24H;40.478944;-3.436556;BASE AEREA;LAVAPLUS
CALLE GENERALISIMO, 1;D;Terrestre;"L-J: 07:00-23:00; V-D: 24H";40.203472;-3.798917;TORREJON DE LA CALZADA;CEPSA
CALLE GENERALISIMO, 1;I;Terrestre;L-V: 08:00-15:00 y 16:00-23:00;40.203083;-3.798556;TORREJON DE LA CALZADA;CEPSA
CARRETERA C-404 KM. 28;D;Terrestre;"L-S: 06:00-22:00; D: 07:00-22:00";40.188056;-3.764389;TORREJON DE VELASCO;GALP
CARRETERA M-404 KM. 31;I;Terrestre;"L-V: 07:00-23:00; S: 08:00-22:00; D: 09:00-22:00";40.182444;-3.725222;TORREJON DE VELASCO;CEPSA
CALLE MALACUERA, 63;D;Terrestre;L-D: 06:30-22:30;40.822111;-3.537556;TORRELAGUNA;REPSOL
CR A-6, 28,2;I;Terrestre;L-D: 06:30-22:30;40.568222;-3.917333;TORRELODONES;REPSOL
CALLE CAMINO DE VALLADOLID, 1;N;Terrestre;L-S: 08:00-14:00 y 15:30-20:30;40.574722;-3.927806;TORRELODONES;REPSOL
CALLE MADRID, 46;N;Terrestre;L-D: 24H;40.408667;-3.376833;TORRES DE LA ALAMEDA;GASOLEOS TORRES LOW COST 24H.
CALLE BRUSELAS, 4;D;Terrestre;L-D: 24H;40.408222;-3.371361;TORRES DE LA ALAMEDA;GREEN GAS
MADRID Nº 3, POL.IND.;N;Terrestre;L-D: 06:00-00:00;40.40725;-3.36975;TORRES DE LA ALAMEDA;SHELL
AVENIDA INDUSTRIA (DE LA), S/N;N;Terrestre;L-D: 24H;40.605667;-3.698194;TRES CANTOS;BP TRES CANTOS
CALLE YUNQUE, 6;D;Terrestre;L-D: 06:00-00:00;40.614194;-3.703333;TRES CANTOS;CEPSA
AVENIDA INDUSTRIA, 44;D;Terrestre;L-D: 24H;40.614139;-3.701306;TRES CANTOS;BALLENOIL
CL AV DE LA INDUSTRIA, 58;D;Terrestre;L-D: 24H;40.614917;-3.703389;TRES CANTOS;REPSOL
AVENIDA INDUSTRIA (DE LA), 52;D;Terrestre;L-D: 24H;40.614472;-3.702306;TRES CANTOS;PLENOIL
CL AVDA DE LA INDUSTRIA, 33;D;Terrestre;L-D: 06:00-22:00;40.61425;-3.699444;TRES CANTOS;REPSOL
CARRETERA M-600 KM. 14;N;Terrestre;L-D: 06:00-00:00;40.543472;-4.10975;VALDEMORILLO;SHELL
CALLE SAN JUAN, 38;D;Terrestre;L-D: 06:00-23:00;40.499472;-4.059806;VALDEMORILLO;REPSOL
AVENIDA ANDALUCIA (DE), 118;D;Terrestre;L-D: 24H;40.198944;-3.676694;VALDEMORO;E. LECLERC
AVENIDA ANDALUCIA DE, 519;D;Terrestre;L-D: 24H;0;0;VALDEMORO;SUPER GASOIL
CALLE NARCISO MONTURIOL, 32;D;Terrestre;L-D: 24H;40.16325;-3.664611;VALDEMORO;BP POLIGONO ROMPECUBAS
PASEO JUNCAREJO/CL DE AGORA, 0;N;Terrestre;L-D: 07:00-23:00;40.184056;-3.677861;VALDEMORO;BP VALDEMORO
CALLE ROSALIA DE CASTRO, 14;D;Terrestre;L-D: 07:00-23:00;40.194778;-3.692417;VALDEMORO;CEPSA
CALLE ARTURO DUPERIER, S/N;N;Terrestre;L-D: 24H;40.165972;-3.669472;VALDEMORO;REPSOL
CALLE NARCISO MONTURIOL, 4;N;Terrestre;L-D: 06:00-23:59;40.175361;-3.668583;VALDEMORO;CEPSA
CARRETERA ANDALUCIA KM. 28,230;D;Terrestre;L-D: 24H;40.177472;-3.669028;VALDEMORO;LOUCOS  A.S. EL TORO
AVENIDA MADRID (DE), 6;N;Terrestre;L-D: 24H;40.206167;-3.684139;VALDEMORO;GASOLINERA VALDEMORO
RONDA COMUNIDADES (DE LAS), 107;N;Terrestre;L-D: 24H;40.184389;-3.683972;VALDEMORO;LAS PALMERAS
CALLE NARCISO MONTURIOL, 28;I;Terrestre;L-D: 24H;40.165722;-3.664944;VALDEMORO;HAM
AVENIDA MADRID, 5;D;Terrestre;L-D: 24H;40.203472;-3.685056;VALDEMORO;PETROPRIX
AVENIDA AVENIDA DE LAS MORCILLERAS, 1;N;Terrestre;L-D: 24H;40.195444;-3.67425;VALDEMORO;BALLENOIL
AVENIDA ANDALUCIA, 7;D;Terrestre;L-D: 06:00-22:00;40.1895;-3.6735;VALDEMORO;CEPSA
CALLE AGUADO, 11;N;Terrestre;L-D: 24H;40.1855;-3.692694;VALDEMORO;GALP
CALLE NARCISO MONTURIOL, 30;D;Terrestre;L-D: 24H;40.164556;-3.664889;VALMOR-ROMPECUBAS;E-LECLERC
CALLE ARROYO DE LA HIRUELA, 2;D;Terrestre;L-D: 06:00-23:00;40.701861;-3.509111;VALDETORRES DE JARAMA;BASIC
CARRETERA M-208 KM. 3,800;D;Terrestre;L-D: 05:00-23:00;40.351694;-3.47675;VELILLA DE SAN ANTONIO;CEPSA
CALLE TAMBORA, 4;D;Terrestre;L-D: 24H;40.345889;-3.469556;VELILLA DE SAN ANTONIO;HAM
AUTOVIA E-5/A-1 KM. 49;D;Terrestre;L-D: 06:00-23:00;40.793611;-3.617222;VENTURADA;REPSOL
CALLE JUAN MARIA LEONET ZABALA, 19;D;Terrestre;L-D: 24H;40.275528;-4.3125;VILLA DEL PRADO;CASTROIL
CARRETERA M-507 KM. 27,5;I;Terrestre;L-D: 07:00-23:00;40.279472;-4.301667;VILLA DEL PRADO;CEPSA
CAMINO COOPERATIVA DE LA, 2;D;Terrestre;L-D: 24H;40.1025;-3.492139;VILLACONEJOS;SUPER GASOIL 2016 S.L.
CL CARRETERA ARANJUEZ ,56 (CR M-305 (M-305 km 19,8);I;Terrestre;L-D: 07:00-23:00;40.10075;-3.490083;VILLACONEJOS;REPSOL
CARRETERA M-300 KM. 8,1;D;Terrestre;L-D: 06:00-22:00;40.446528;-3.36175;VILLALBILLA;GALP
CARRETERA M-233 KM. 6,800;D;Terrestre;L-D: 24H;40.434417;-3.280639;VILLALBILLA;BALLENOIL
CALLE SEVERO OCHOA, 48;D;Terrestre;L-D: 24H;40.441111;-3.317889;VILLALBILLA;FAST FUEL
CALLE JAIME FERRAN, 31;D;Terrestre;L-D: 24H;40.447222;-3.325472;VILLALBILLA;GALP
CARRETERA ALCALA-PASTRANA KM. 4,400;N;Terrestre;"L-V: 07:00-20:30; S: 07:00-18:30; D: 08:00-13:30";40.452361;-3.344611;VILLALBILLA;ES BP GURUGU
CARRETERA ALCALA VILLAR DEL OLMO (DE) M-204 KM. 39;I;Terrestre;L-D: 06:00-22:00;40.439139;-3.316472;VILLALBILLA;BP VILLALBILLA
CARRETERA M-507 KM. 6,700;N;Terrestre;L-D: 24H;40.302222;-4.088111;VILLAMANTA;BP VILLAMANTA
CARRETERA M-600 KM. 28;I;Terrestre;L-D: 24H;40.468806;-4.014944;VILLANUEVA DE LA CAÑADA;SHELL
CARRETERA M-600 KM. 28;D;Terrestre;L-D: 06:00-22:00;40.467944;-4.015306;VILLANUEVA DE LA CAÑADA;SHELL
AVENIDA ESPAÑA, 1;N;Terrestre;L-D: 24H;40.433722;-4.001194;VILLANUEVA DE LA CAÑADA;ALCAMPO
AVENIDA SIERRA DE GUADARRAMA, 10;D;Terrestre;L-D: 24H;40.437889;-4.011194;VILLANUEVA DE LA CAÑADA;BALLENOIL
CARRETERA M-501 KM. 27;D;Terrestre;L-D: 24H;40.378722;-4.093167;VILLANUEVA DE PERALES;GALP
CARRETERA M-501 KM. 26,800;I;Terrestre;L-D: 06:00-22:00;40.379556;-4.092583;VILLANUEVA DE PERALES;GALP
CR M-509, 7,300;I;Terrestre;L-D: 24H;40.485111;-3.974694;VILLANUEVA DEL PARDILLO;REPSOL
CARRETERA M-509 KM. 4,4;D;Terrestre;L-D: 06:00-23:59;40.486111;-3.942472;VILLANUEVA DEL PARDILLO;CEPSA
AUTOVIA A-3 KM. 49,4;D;Terrestre;L-D: 07:00-23:00;40.166778;-3.286111;VILLAREJO DE SALVANES;CEPSA
AUTOVIA A-3 KM. 49,3;I;Terrestre;L-D: 24H;40.167722;-3.285472;VILLAREJO DE SALVANES;CEPSA
AVENIDA JUAN CARLOS I REY DE ESPAÑA, 3;N;Terrestre;L-D: 07:00-21:00;40.172528;-3.2915;VILLAREJO DE SALVANES;GASOLINERA VILLAREJO DE SALVANÉS
CL FRAY JOSE DE SAN JACINTO 10;D;Terrestre;L-D: 24H;40.169778;-3.283389;VILLAREJO DE SALVANES;RECESPAÑA
AVENIDA QUITAPESARES, 33;D;Terrestre;L-D: 24H;40.350583;-3.897389;VILLAVICIOSA DE ODON;BALLENOIL
CARRETERA M-50 KM. 66,5;D;Terrestre;L-D: 24H;40.376694;-3.8725;VILLAVICIOSA DE ODON;REPSOL
CARRETERA M-50 KM. 66,5;I;Terrestre;L-D: 24H;40.3765;-3.874611;VILLAVICIOSA DE ODON;REPSOL
AVENIDA QUITAPESARES, 1;N;Terrestre;L-D: 24H;40.350389;-3.902889;VILLAVICIOSA DE ODON;BP MARIA
POLIGONO INDUSRIAL PINARES LLANOS, C/CARPINTEROS, S/N;D;Terrestre;L-D: 07:00-23:00;40.350556;-3.904056;VILLAVICIOSA DE ODON;CEPSA
PLAZA CONSTITUCION, 10;D;Terrestre;L-D: 07:00-23:00;37.206611;-4.655278;ALAMEDA;_
CL PLAZA. CONSTITUCION, 14;D;Terrestre;L-D: 09:00-14:00 y 17:00-20:00;37.206167;-4.65425;ALAMEDA;DINERGIA
EJIDILLO Nº 25;N;Terrestre;L-S: 08:30-20:30;36.997;-4.258833;ALFARNATE;S.C.A. NTRA. SRA. DE MONSALUD
AUTOVIA A-7 KM. 277,9;D;Terrestre;L-D: 06:00-22:00;36.759167;-4.051389;ALGARROBO;REPSOL
AU A-7  277,8;I;Terrestre;L-D: 07:00-23:00;36.760194;-4.050556;ALGARROBO;REPSOL
AVENIDA KARAT, 58;D;Terrestre;L-D: 07:00-23:00;36.767861;-4.042139;ALGARROBO;CEPSA
CALLE TALLERES, 4;D;Terrestre;L-D: 24H;36.762111;-4.049722;ALGARROBO;PLENOIL
CARRETERA CARTAMA-CHURRIANA KM. 4,750;D;Terrestre;L-D: 06:30-22:30;36.700528;-4.567056;ALHAURIN DE LA TORRE;SANTA AMALIA
CARRETERA ZONA UE-EN-03 KM. S/N;D;Terrestre;L-D: 24H;36.669194;-4.545667;ALHAURIN DE LA TORRE;PLENOIL
CARRER COMARCAL 344 KM83, 83;N;Terrestre;"L-V: 06:00-23:00; S-D: 07:00-23:00";36.659056;-4.570806;ALHAURIN DE LA TORRE;BP LA TORRE
AVENIDA LAS AMERICAS, S/N;D;Terrestre;L-D: 24H;36.673694;-4.550111;ALHAURIN DE LA TORRE;GUEROIL
AVENIDA CIUDAD DE CEUTA, S/N;D;Terrestre;L-D: 24H;36.670722;-4.555361;ALHAURIN DE LA TORRE;SHELL
AVENIDA MALAGA, S/N;D;Terrestre;L-D: 24H;36.6605;-4.529528;ALHAURIN DE LA TORRE;SHELL
CARRETERA MA-404 KM. 23;D;Terrestre;L-D: 24H;36.668444;-4.548;ALHAURIN DE LA TORRE;CEPSA
CARRETERA CARTAMA KM. 1 KM. ;D;Terrestre;L-D: 06:00-23:00;36.652889;-4.679056;ALHAURIN EL GRANDE;REPSOL
CARRER A387.CRUCE MIJAS KM4, 4;D;Terrestre;L-D: 24H;36.61925;-4.707278;ALHAURIN EL GRANDE;BP LA VENTILLA
CARRER COMARCAL 344 KM 72.200, 72200;D;Terrestre;L-D: 24H;36.646944;-4.676611;ALHAURIN EL GRANDE;BP LA PEÑITA
POLIGONO LA ROSA , CALLE GUADALMEDINA, 13;D;Terrestre;L-D: 24H;36.66025;-4.690028;ALHAURIN EL GRANDE;ECOAREA ALHAURÍN
AVDA. EL SAUCEJO, S/N;D;Terrestre;L-D: 08:00-19:00;37.005028;-5.029639;ALMARGEN;AGROOLIVARERA SAN COSME Y SAN DAMIAN, S.C.A.
A-384 km 44;I;Terrestre;L: 06:00-22:00;37.005806;-5.001444;ALMARGEN;CEPSA
AVENIDA CONSTITUCION, 41;N;Terrestre;L-D: 24H;36.824306;-4.701111;ALORA;REPSOL
CTRA. RONDA-MÁLAGA km 44;N;Terrestre;L: 06:30-22:00;36.729194;-4.864472;ALOZAINA;AGLA - E.S.VISTA HEMOSA
POLIGONO PARQUE EMPRESARIAL ESTE, S/N;D;Terrestre;L-D: 24H;37.038389;-4.522889;ANTEQUERA;NATURGY ANTEQUERA
LUGAR RESIDENCIA DE LA VEGA, 1;I;Terrestre;L-D: 24H;37.026861;-4.538417;ANTEQUERA;PETROPRIX
CALLE BERNARDO SIMON DE PINDEA, 1;D;Terrestre;L-D: 24H;37.020639;-4.575472;ANTEQUERA;PLENOIL
POLIGONO POLIGONO EMPRESARIAL CALLE CATALUÑA, 2;N;Terrestre;L-D: 24H;37.038972;-4.523361;ANTEQUERA;IDS
CARRETERA SEVILLA. FINCA EL CAMPITO KM. SN;N;Terrestre;L-D: 06:00-22:00;37.027333;-4.576028;ANTEQUERA;GALP
CARRETERA N-331 KM. 124;D;Terrestre;L-D: 06:00-00:00;37.044917;-4.512111;ANTEQUERA;SHELL
CARRETERA A-384 KM. 77,6;N;Terrestre;L-D: 24H;37.05175;-4.657889;ANTEQUERA;BP
CARRETERA CTRA.N-343 KM. 65;N;Terrestre;L-S: 08:00-22:00;37.025833;-4.573889;ANTEQUERA;CARREFOUR
 N-331 KM 114,2, ;D;Terrestre;L-D: 24H;37.112694;-4.566444;ANTEQUERA;REPSOL
AUTOVIA A-45 KM. 135,2;D;Terrestre;L-D: 06:00-22:00;36.980694;-4.455694;ANTEQUERA;REPSOL
AUTOPISTA AP-46 KM. 3,300;I;Terrestre;L-D: 24H;36.916917;-4.439028;ANTEQUERA;REPSOL
AUTOPISTA AP-46 KM. 3,300;D;Terrestre;L-D: 24H;36.918083;-4.440444;ANTEQUERA;REPSOL
CALLE EL EFEBO, S/N;D;Terrestre;L-D: 24H;37.029306;-4.534611;ANTEQUERA;REPSOL
CARRETERA A-45 KM. 111,5;I;Terrestre;L-D: 24H;36.986889;-4.464861;ANTEQUERA;REPSOL
A-354 km 11;I;Terrestre;L-D: 07:00-23:00;37.022722;-4.549972;ANTEQUERA;REPSOL
POLIGONO PARQUE EMPRESARIAL--CRUCE DEL ROMERAL, 0;N;Terrestre;L: 06:00-00:00;37.034417;-4.527806;ANTEQUERA;BP ANTEQUERA
CALLE CRUZ BLANCA, 40;N;Terrestre;L-D: 24H;37.022972;-4.559583;ANTEQUERA;BP  LA VEGA DE ANTEQUERA
AUTOVIA A-45 KM. 120;D;Terrestre;L-D: 24H;36.924028;-4.449389;ANTEQUERA;BP
AVENIDA AVENIDA PRINCIPAL(P.IND), 4;D;Terrestre;L-D: 24H;37.026278;-4.537194;ANTEQUERA;PLENOIL
CARRETERA CORDOBA KM. 0,8;D;Terrestre;L-S: 08:00-20:00;37.036306;-4.560611;ANTEQUERA;SCA-N-331
CALLE ACLARADORES LOS, 10;D;Terrestre;L-D: 24H;37.032833;-4.530917;ANTEQUERA;GAFISUR ANTEQUERA
ALAMEDA DE ANDALUCÍA, 42;N;Terrestre;L-D: 24H;37.021833;-4.565361;ANTEQUERA;ASC CARBURANTES
AVENIDA BLAS INFANTE/UR ALMINARES, 51;I;Terrestre;"L-S: 06:00-22:00; D: 07:00-22:00";36.929;-4.536222;VILLANUEVA CONCEPCION;AGLA
AVENIDA PABLO PICASSO,, 42;D;Terrestre;L-D: 06:00-23:00;37.095083;-4.379333;ARCHIDONA;AGLA
AUTOVIA A-92 KM. 160;D;Terrestre;L-D: 24H;37.082083;-4.453694;ARCHIDONA;REPSOL
CALLE GALLARDO, 12;D;Terrestre;L-D: 06:00-23:59;37.093139;-4.384944;ARCHIDONA;SHELL
MA-207 km 1;I;Terrestre;L-D: 24H;37.104833;-4.415194;ARCHIDONA;LA PURISIMA
POLIGONO POL. INDUSTRIAL ARDALES PARCELA 1, 1;I;Terrestre;L-D: 24H;36.884861;-4.845389;ARDALES;AGLA
AVDA BLANES S.N.;N;Terrestre;L-D: 24H;36.878694;-4.844639;ARDALES;AGRARIA DEL TURON
CARRETERA RONDA ARRIATE KM. 3,7;D;Terrestre;L-D: 06:00-22:00;36.786806;-5.142722;ARRIATE;REPSOL ARRIATE
AVENIDA AGUAMARINA, S/N;N;Terrestre;L: 09:00-21:30;36.602806;-4.541583;BENALMADENA;CARREFOUR
AVDA. DE ARROYO HONDO S/N;N;Terrestre;L-D: 24H;36.600306;-4.561528;BENALMADENA;GALP
CARRETERA N-340- SECTOR 97 KM. S/N;N;Terrestre;L-D: 06:00-22:00;36.572361;-4.590167;BENALMADENA;GALP
CARRETERA MIJAS-BENALMADENA KM. 217;N;Terrestre;L-D: 06:00-00:00;36.586028;-4.593389;BENALMADENA;SHELL
TERRENOS PARCELA I.C. EN P.V.I. EN V.A.-I SANTANGELO - ARROYO DE LA MIEL, 1;N;Terrestre;L-D: 24H;36.607583;-4.539889;BENALMADENA;BP MIRAMAR BENALMADENA
CL AV.GARCIA LORCA-ARROYO MIEL, 17;N;Terrestre;L-D: 24H;36.594417;-4.528028;BENALMADENA;REPSOL
CALLE SIDRA, 4;D;Terrestre;L-D: 24H;36.606361;-4.533167;BENALMADENA;PETROMARKT
AV. ANTONIO MACHADO,11O;N;Terrestre;L-D: 06:00-02:00;36.5905;-4.527667;BENALMADENA;M3 PETROLEOS
CARRETERA N-340 KM. 2;N;Terrestre;L-D: 06:00-00:00;36.583194;-4.536056;BENALMADENA;SHELL
AVENIDA TIVOLI, 19;N;Terrestre;L-D: 24H;36.600889;-4.545472;ARROYO DE LA MIEL-BENALMADENA COSTA;MADESE-BENAMAINA
URBANIZACIÓN LA LEALA, 22;I;Terrestre;L-D: 24H;36.606639;-4.529333;ARROYO DE LA MIEL-BENALMADENA COSTA;PETROPRIX
CALLE PACHARAN, 25;D;Terrestre;L-D: 24H;36.6045;-4.530389;ARROYO DE LA MIEL-BENALMADENA COSTA;BALLENOIL
CALLE SANTO TOMAS URBANIZ. LA LEALA PARCELA 3 Y 4, 3;D;Terrestre;L-D: 24H;36.605806;-4.5305;ARROYO DE LA MIEL-BENALMADENA COSTA;BALLENOIL
CARRETERA VELEZ_-BENAMOCARRA, MA_135 KM. 1,5;D;Terrestre;L-D: 06:30-22:30;36.794111;-4.135917;BENAMOCARRA;ADISADI VELEZ
CALLE ZONA DE LA VEGA, S/N;I;Terrestre;L-D: 07:00-22:00;36.722944;-5.249583;BENAOJAN;AVIA
CR C-344 KM  25,1;N;Terrestre;L-D: 06:00-22:00;36.788778;-4.948806;BURGO (EL);BP EL BURGO
CARRETERA JEREZ CARTAGENA KM. 136;N;Terrestre;L-D: 06:00-23:00;37.052083;-4.859778;CAMPILLOS;BP SAN RAFAEL
CARRETERA JEREZ-CARTAGENA KM. 62;D;Terrestre;L-D: 24H;37.052194;-4.868583;CAMPILLOS;SMART OIL
