direccion_estacion;margen_estacion;tipo_estacion;horario_estacion;latitud_estacion;longitud_estacion;nombre_localidad;nombre_empresa
AVENIDA FELIX RODRIGUEZ DE LA FUENTE, S/N;N;Terrestre;L-D: 08:00-21:00;36.7845;-5.558778;PRADO DEL REY;BP
CALLE RIO TAJO, 2;D;Terrestre;L: 24H;36.612611;-6.213389;PUERTO DE SANTA MARIA (EL);PETROL & GO PUERTO DE SANTA MARIA 
CARRETERA A-2001 KM. 5;D;Terrestre;L-D: 06:00-00:00;36.642444;-6.260139;PUERTO DE SANTA MARIA (EL);REPSOL
C/ LUIS M. FERNÁNDEZ, S/N km CENTRO COMERCIAL M;N;Terrestre;L-S: 08:00-21:30;36.586667;-6.219306;PUERTO DE SANTA MARIA (EL);SHELL
P.IND.POLIG. IND. LA ISLETA S/N N-IV, KM 654,7;D;Terrestre;L-D: 06:00-00:00;36.583889;-6.216972;PUERTO DE SANTA MARIA (EL);SHELL
CARRETERA MADRID CADIZ KM. 653;N;Terrestre;L-D: 24H;36.615083;-6.212056;PUERTO DE SANTA MARIA (EL);CARREFOUR
CARRETERA NACIONAL IV, MUELLE PESQUERO KM. 654;D;Terrestre;L-D: 24H;36.594667;-6.223861;PUERTO DE SANTA MARIA (EL);E.S. LA LONJA
CARRETERA 602 KM. 2,05;D;Terrestre;L: 06:00-22:00;36.608361;-6.236;PUERTO DE SANTA MARIA (EL);ENI
CARRETERA P-603 M.D. KM. 1;D;Terrestre;L-D: 06:00-22:00;36.599583;-6.240222;PUERTO DE SANTA MARIA (EL);REPSOL
CR  P-603 ,P.K. 1  M.I.;I;Terrestre;L-D: 06:00-23:00;36.598972;-6.240389;PUERTO DE SANTA MARIA (EL);REPSOL
CR N-IV, KM.  649.8;I;Terrestre;L-D: 24H;36.609;-6.216556;PUERTO DE SANTA MARIA (EL);BP PUERTO STA. MARIA
CALLE ALBERT EINSTEIN, 16;D;Terrestre;L-D: 24H;36.611306;-6.196417;PUERTO DE SANTA MARIA (EL);BP LAS SALINAS
AVENIDA RAFAEL ALBERTI, S/N;N;Terrestre;L-D: 24H;36.609083;-6.216556;PUERTO DE SANTA MARIA (EL);BP LA VICTORIA
CARRETERA CR CA-603 KM. 4,2;I;Terrestre;L-D: 24H;36.608889;-6.277861;PUERTO DE SANTA MARIA (EL);SP
CARRETERA CR CA-603 KM. 4,350;D;Terrestre;L-D: 07:00-22:00;36.609806;-6.278444;PUERTO DE SANTA MARIA (EL);SP
CALLE ALFRED NOBEL, 9;D;Terrestre;L-D: 24H;36.606778;-6.200583;PUERTO DE SANTA MARIA (EL);CLC CALIDAD LOW COST
CALLE EL PALMAR, 3;D;Terrestre;L-D: 24H;36.615306;-6.210694;PUERTO DE SANTA MARIA (EL);Q8EASY
CARRETERA N-IVA KM. 654;D;Terrestre;L-D: 07:00-23:00;36.593694;-6.222861;PUERTO DE SANTA MARIA (EL);CEPSA
CARRETERA N-IV KM. 653,2;D;Terrestre;L-D: 24H;36.591667;-6.2235;PUERTO DE SANTA MARIA (EL);BALLENOIL
CALLE RIO GUADARRANQUE, 1;N;Terrestre;L-D: 24H;36.596722;-6.220694;PUERTO DE SANTA MARIA (EL);PETROPRIX
CARRER EL PALMAR, 11;D;Terrestre;L-D: 24H;36.61675;-6.209556;PUERTO DE SANTA MARIA (EL);GM OIL 
CALLE ALBERT EINSTEIN, 12;D;Terrestre;L-D: 24H;36.611111;-6.200083;ARENALES (LOS);ASC CARBURANTES
POLIGONO AVDA. INGENIERO FELIX SANCHO 19, POLÍGONO INDUSTRIAL SALINAS, S/N;D;Terrestre;L-D: 00:00-23:59;36.613139;-6.195694;ARENALES (LOS);SHELL
CALLE ALBERT EINSTEIN, 17;I;Terrestre;L-D: 24H;36.6115;-6.195361;ARENALES (LOS);PETROPRIX
CARRETERA N 4 KM. 668,6;I;Terrestre;L-D: 06:00-22:00;36.488667;-6.143333;PUERTO REAL;REPSOL
AVENIDA PERU (RIO S PEDRO), 0;D;Terrestre;"L-V: 06:00-22:00; S-D: 10:00-19:00";36.524111;-6.236889;PUERTO REAL;GALP
CTRA. PUERTO REAL A MEDINA, km 3;D;Terrestre;L-D: 24H;36.526083;-6.147111;PUERTO REAL;B.P.
AVENIDA MOJARRA DE LA, 5;I;Terrestre;L-D: 06:00-23:00;36.470889;-6.174611;PUERTO REAL;E.S. TRES CAMINOS
CALLE POLIGONO EL TROCADERO, 51;N;Terrestre;L-D: 07:00-23:00;36.522667;-6.212139;PUERTO REAL;BP
CALLE TERESA DE CALCUTA, S/N;I;Terrestre;"L-V: 07:00-22:00; S-D: 08:00-22:00";36.531111;-6.193028;PUERTO REAL;CEPSA
AVENIDA MOJARRA, 16;D;Terrestre;L-D: 24H;36.469417;-6.173583;PUERTO REAL;PETROL & GO (TRES CAMINOS)
AVENIDA LIBERTAD, 26;D;Terrestre;L-D: 24H;36.63275;-6.36725;ROTA;BALLENOIL
AVENIDA MARIA AUXILIADORA, 35;I;Terrestre;L-D: 07:00-23:00;36.622472;-6.362639;ROTA;CEPSA
CARRETERA A-491 KM. 11,200;I;Terrestre;L-D: 24H;36.660833;-6.353528;ROTA;LAS MARISMAS DE ROTA (L.M.R.)
AVENIDA CENTENARIO DE LA AVIACIÓN, 1;D;Terrestre;L-D: 24H;36.636056;-6.370889;ROTA;BP ROTA
AVENIDA LIBERTAD, S/N;D;Terrestre;L-D: 24H;36.632;-6.366556;ROTA;REPSOL
CARRETERA A-2077 KM. 0,2;D;Terrestre;"L-V: 07:00-17:00; S: 08:00-13:00";36.680056;-6.399278;ROTA;CAMPO DE ROTA, S.C.A.
AVENIDA PUNTA CANDOR, 2;D;Terrestre;L-D: 07:00-23:00;36.634917;-6.3905;ROTA;CEPSA
URBANIZACIÓN LA BALLENA, S/N;D;Terrestre;L-D: 24H;36.677222;-6.40075;COSTA BALLENA;ECONOIL
CALLE FERROCARRIL, 10;N;Terrestre;"L-S: 07:00-22:00; D: 07:00-15:00";36.473528;-6.203667;ARSENAL DE LA CARRACA;REPSOL
AVENIDA PERI JUNQUERA S/N, SN;N;Terrestre;L-D: 06:00-00:00;36.471806;-6.203194;SAN FERNANDO;BP SAN FERNANDO
CALLE REAL, 228;N;Terrestre;L-D: 05:00-23:00;36.456583;-6.208361;SAN FERNANDO;BP CALLE REAL
CALLE FERROCARRIL 39 B, 39;N;Terrestre;L-D: 24H;36.470583;-6.205611;SAN FERNANDO;CARREFOUR
CARRETERA N-IVA KM. 680;I;Terrestre;L-D: 07:00-23:00;36.456361;-6.218722;SAN FERNANDO;CEPSA
AVDA. PUENTE ZUAZO, S/N (N-IVA km 677);I;Terrestre;L-D: 24H;36.468639;-6.189139;SAN FERNANDO;CEPSA
CL FERROCARRIL  34;N;Terrestre;L-D: 24H;36.470861;-6.205833;SAN FERNANDO;BALLENOIL
CALLE FERROCARRIL, 1;D;Terrestre;L-D: 24H;36.474139;-6.201778;SAN FERNANDO;BALLENOIL
CALLE FERROCARRIL, S/N;D;Terrestre;L-D: 24H;36.475194;-6.201278;SAN FERNANDO;PLENOIL
CARRETERA DE LA BATERIA DE LA ARDILA KM. S/N;D;Terrestre;L-D: 24H;36.453667;-6.217528;SAN FERNANDO;PLENOIL
CALLE REMACHADORES, 2;D;Terrestre;L-D: 24H;36.471278;-6.206056;SAN FERNANDO;BALLENOIL
CALLE MECANICOS, 10;D;Terrestre;L-D: 24H;36.474361;-6.204056;SAN FERNANDO;PETROPRIX S. FERNANDO
CAÑADA BRIOLE, 1;I;Terrestre;L-V: 08:00-14:00 y 15:00-17:00;36.628583;-5.798444;SAN JOSE DEL VALLE;ROJO
CARRETERA JEREZ-CORTES KM. 32,7;N;Terrestre;"L-S: 07:00-22:00; D: 08:00-22:00";36.612667;-5.810028;SAN JOSE DEL VALLE;GALP
CARRETERA CA-2324 KM. S/N;D;Terrestre;L-D: 24H;36.210472;-5.397972;SAN ROQUE;PLENOIL
POLIGONO INDUSTRIAL GUADARRANQUE, 2;D;Terrestre;L-V: 08:00-19:30;36.203778;-5.413556;SAN ROQUE;EUCONSA - SELPE
N-351 km 2;D;Terrestre;L-D: 06:30-22:30;36.191333;-5.385722;SAN ROQUE;CEPSA
C-3331 km 88;I;Terrestre;L-D: 06:30-22:30;36.210667;-5.430306;SAN ROQUE;CEPSA
AUTOVIA POL.IND.GUADARRANQUE PARC.9A (N-340 AUTOVIA A-7 (E-15) CADIZ-MADRID SALIDA116 KM. ;D;Terrestre;L-D: 24H;36.203889;-5.411194;SAN ROQUE;CODES
AUTOVIA A-7 KM. 116,000;I;Terrestre;L-D: 24H;36.207222;-5.410139;SAN ROQUE;REPSOL
CR N-340 CADIZ-MALAGA KM (AUTOVIA km 124);D;Terrestre;L-D: 05:00-23:00;36.23075;-5.351611;SAN ROQUE;SHELL
CALLE REAL (CAMPAMENTO), 79;I;Terrestre;L-D: 07:00-23:00;36.173639;-5.37275;CAMPAMENTO;REPSOL
AVENIDA HUELVA (PI), 9;D;Terrestre;L-D: 24H;36.177806;-5.367194;CAMPAMENTO;BFUEL CAMPAMENTO
CALLE REAL, 56;N;Terrestre;L-D: 24H;36.175861;-5.375944;CAMPAMENTO;PETROPRIX
N-340 km 134;I;Terrestre;L-D: 24H;36.296667;-5.281778;SAN ENRIQUE;CEPSA
AVENIDA MAR DEL SUR, 18;D;Terrestre;L-D: 07:30-22:30;36.296306;-5.275111;TORREGUADIARO;U.S. TORREGUADIARO
AVENIDA AL-ANDALUS, 53;N;Terrestre;L: 06:00-23:00;36.777778;-6.3455;SANLUCAR DE BARRAMEDA;GALP 
COLONIA MONTEALGAIDA CL CENTRAL, 9;I;Terrestre;L-D: 07:00-23:00;36.822972;-6.32075;SANLUCAR DE BARRAMEDA;EESS NTRA SRA DE LOS MILAGROS
CARRETERA CHIPIONA (DE) KM. 0,5;D;Terrestre;L-D: 24H;36.770611;-6.357806;SANLUCAR DE BARRAMEDA;PETROL & GO
AVENIDA PALMAR DE SAN SEBASTIAN, S/N;D;Terrestre;L-D: 07:00-21:00;36.768889;-6.346639;SANLUCAR DE BARRAMEDA;U.S. COOPERATIVA VIRGEN DE LA CARIDAD
CALLE GENIL, 1;D;Terrestre;L-D: 24H;36.7645;-6.361472;SANLUCAR DE BARRAMEDA;BALLENOIL
AVENIDA DE EL PUERTO  DE SANTA MARIA, 53;D;Terrestre;L-D: 24H;36.755889;-6.340583;SANLUCAR DE BARRAMEDA;BALLENOIL
AVDA.DE HUELVA;N;Terrestre;L-D: 06:00-00:00;36.79075;-6.338556;SANLUCAR DE BARRAMEDA;SHELL
CR C-441 64,1;I;Terrestre;L-D: 07:00-23:00;36.763694;-6.362111;SANLUCAR DE BARRAMEDA;CEPSA
AVENIDA QUINTO CENTENARIO, S/N;D;Terrestre;L-D: 24H;36.771639;-6.356472;SANLUCAR DE BARRAMEDA;BP SANLUCAR AVENIDA
AVENIDA CONSTITUCION, S/N;D;Terrestre;L-D: 24H;36.770389;-6.3465;SANLUCAR DE BARRAMEDA;BP BONANZA
CARRETERA CA-603 KM. 0,500;D;Terrestre;L-D: 06:00-22:00;36.764583;-6.342111;SANLUCAR DE BARRAMEDA;REPSOL
CARRETERA SAN LUCAR-JEREZ (C-440 KM 1,0) KM. 1;I;Terrestre;L-D: 07:00-23:00;36.763139;-6.340306;SANLUCAR DE BARRAMEDA;E.S. REYCA - AGLA
CARRETERA COLORADA KM. ;D;Terrestre;"L-V: 08:00-22:00; S: 08:00-14:00";36.810083;-6.323417;BONANZA;S.C.A. FRUSANA
CONCEJO, COLEGIO MONTE ALGAIDA CENTRAL, 28;D;Terrestre;L-S: 07:00-23:00;36.825556;-6.318167;ALGAIDA (LA);0
CALLE ALAMBIQUE, S/N;N;Terrestre;"L-V: 08:00-18:00; S: 09:00-13:00";36.862472;-5.172472;SETENIL;EL AGRO S C A
URBANIZACIÓN LA MARINA, 614;N;Terrestre;L-D: 24H;36.026333;-5.607861;TARIFA;TARIFUEL
CALLE BATALLA DEL SALADO, S/N;N;Terrestre;L-S: 07:00-15:00;36.01875;-5.608944;TARIFA;REPSOL
CARRETERA C.N.340, KM 94,2 MESON PANCHO KM. 94,2;I;Terrestre;L-D: 00:00-23:59;36.067222;-5.531417;TARIFA;ASC CARBURANTES
N-340 km 82,1;I;Terrestre;L: 06:00-23:00;36.037389;-5.620167;TARIFA;CEPSA
CALLE ALGECIRAS, 58;N;Terrestre;L-D: 24H;36.02025;-5.598111;TARIFA;TARIFA OIL
POLIGONO LA VEGA, 511;N;Terrestre;L-D: 24H;36.026528;-5.609694;TARIFA;WINDFUEL TARIFA LOW COST
CARRETERA NACIONAL 340 KM. 94,2;D;Terrestre;L-D: 00:00-23:59;36.067417;-5.531389;BUJEO (EL);ASC CARBURANTES
CALLE PI TAHIVILLA, 1,2;D;Terrestre;L-D: 07:00-23:00;36.187139;-5.759111;TAHIVILLA;PETROLIFEROS DE TAHIVILLA
POLIGONO EL BARRIAL SECTOR 10 PARCELA 72, S/N;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";36.862389;-6.172083;TREBUJENA;E.S EL BARRIAL S.L
AVENIDA DE SEVILLA, 45;D;Terrestre;L-D: 06:00-23:00;36.871722;-6.171722;TREBUJENA;REPSOL
CARRETERA A373 KM. 24,5;D;Terrestre;L-D: 06:30-22:30;36.664417;-5.450306;UBRIQUE;BP
CR C-3331, 20;D;Terrestre;L-D: 06:30-22:30;36.68325;-5.452056;UBRIQUE;REPSOL
CALLE REPUJADORES, 2;D;Terrestre;L-D: 24H;36.659667;-5.452306;UBRIQUE;GO UBRIQUE
CARRETERA E-5/N-340 KM. 30,277;N;Terrestre;"L-V: 07:00-19:00; S: 07:00-16:00";36.253333;-6.025333;VEJER DE LA FRONTERA;GALP
SANTO TOMAS DE VILLANUEVA Nº4;D;Terrestre;L-D: 06:30-22:30;36.313667;-5.886306;VEJER DE LA FRONTERA;DP
CARRETERA N-340 KM. 36,600;I;Terrestre;L-D: 07:00-22:00;36.259833;-5.961222;VEJER DE LA FRONTERA;CEPSA
CARRETERA A-2230 KM. 7,1;N;Terrestre;L-D: 07:00-23:00;36.238306;-6.063889;PALMAR EL;BP
ALDEA CARRETERA DE LA MUELA, S/N;D;Terrestre;L-D: 07:00-22:00;36.27;-6.002778;MUELA LA;CODISAL
POLIGONO CAÑADA ANCHA, 25;D;Terrestre;L-D: 24H;36.272111;-5.964556;CAÑADA ANCHA;PISTOIL VEJER 
AVENIDA ARCOS, 55;D;Terrestre;L-D: 24H;36.855639;-5.655056;VILLAMARTIN;HEMEGAS
CARRETERA A-373 KM. 0,500;N;Terrestre;L-D: 24H;36.850583;-5.628583;VILLAMARTIN;GACOSUR VILLAMARTIN
CARRETERA A-384 KM 23,600 KM. 23,600;D;Terrestre;L: 06:00-22:00;36.863806;-5.610472;VILLAMARTIN;REPSOL
AVENIDA ARCOS SIN NUMERO, SN;I;Terrestre;"L-V: 06:00-21:00; S: 06:00-20:00; D: 08:00-20:00";36.855833;-5.65225;VILLAMARTIN;REPSOL
CARRETERA VILLAMARTIN-UBRIQUE KM. 2,100;D;Terrestre;L-D: 24H;36.845583;-5.622167;VILLAMARTIN;BLANCA
CARRETERA 6316 KM. 10,5;I;Terrestre;L-D: 08:00-21:00;43.395944;-4.155194;NOVALES;CEPSA
CR N-629 79,7;D;Terrestre;"L-S: 07:30-21:30; D: 08:30-21:30";43.341889;-3.418167;AMPUERO;REPSOL
CARRETERA N-611 KM. 163,2;I;Terrestre;L-D: 06:00-22:00;43.181972;-4.052444;ARENAS DE IGUÑA;PETRONOR
CARRETERA CASTILLO SIETEVILLAS KM. S/N;N;Terrestre;L-D: 07:00-22:30;43.459083;-3.549028;ARNUERO;E.S. CARBURANTES DE ARNUERO S.L.
CARRETERA ARGOÑOS SOMO KM. 28,7;D;Terrestre;L-D: 07:00-22:00;43.469778;-3.56225;ARNUERO;CAMPSA
CALLE BOO, 52;D;Terrestre;L-D: 24H;43.412222;-3.8435;BOO;REPSOL
CALLE PROSPERIDAD, 61;D;Terrestre;"L-S: 06:00-22:00; D: 07:00-22:00";43.404583;-3.835722;GUARNIZO;GALP
POLIGONO INDUSTRIAL GUARNIZO PARCELA, 22;N;Terrestre;L-D: 07:00-23:00;43.400472;-3.843833;GUARNIZO;CEPSA
CALLE PROSPERIDAD, 61;D;Terrestre;L-S: 07:00-13:00;43.404417;-3.836111;GUARNIZO;AREA DE SERVICIO LA PALMERA
AU A-8, 182;I;Terrestre;L-D: 06:00-22:00;43.411417;-3.542028;AMBROSERO;REPSOL
CALLE CORREOS, SN;I;Terrestre;"L-V: 07:00-22:00; S: 08:00-15:00; D: 09:00-15:00";43.309389;-4.235;CABEZON DE LA SAL;REPSOL
CARRETERA N 634 KM. 244,7;I;Terrestre;"L-V: 07:00-22:00; S: 08:00-22:00; D: 09:00-22:00";43.391056;-3.665;CABEZON DE LA SAL;CEPSA
CARRETERA 634 KM. 244;D;Terrestre;"L-V: 06:30-23:00; S-D: 07:00-23:00";43.327028;-4.191639;CABROJO;REPSOL
CALLE GUTIERREZ SOLANA 24, 24;D;Terrestre;L-D: 24H;43.424722;-3.842111;MALIAÑO;BALLENOIL
AVENIDA TORNADA, S/N;N;Terrestre;"L-S: 09:00-14:00 y 16:30-18:30; D: 09:00-14:00";43.434694;-3.804917;MALIAÑO;12241
AU A-10, 5;D;Terrestre;L-D: 07:00-23:00;43.412444;-3.836333;MALIAÑO;REPSOL
P.I. CROS km CENTRO COMERCIAL M;N;Terrestre;L-S: 08:00-21:30;43.42575;-3.841861;MALIAÑO;SHELL
AU A-10, 3;D;Terrestre;L-D: 06:00-22:00;43.425278;-3.835611;MALIAÑO;REPSOL
AVENIDA BURGOS, 65;D;Terrestre;L-D: 06:00-22:00;43.419778;-3.858806;MURIEDAS;REPSOL
CARRETERA NACIONAL 635 KM. 2,7;N;Terrestre;"L-S: 07:00-23:00; D: 09:00-21:00";43.428889;-3.836944;MURIEDAS;CARREFOUR
AVENIDA BILBAO, 8;D;Terrestre;"L-S: 06:00-22:00; D: 07:00-22:00";43.422806;-3.852694;MURIEDAS;CEPSA
N-611 km 202,3;D;Terrestre;L-D: 06:00-00:00;43.438083;-3.896667;HERRERA;SHELL
BARRIO LA CALVA, 16;D;Terrestre;L-D: 06:00-22:00;43.404694;-3.868667;REVILLA;CEPSA
AUTOVIA A-67 KM. 133,4;D;Terrestre;L-D: 24H;42.986361;-4.134083;BOLMIR;CEPSA
CARRETERA N-611 KM. 130,1;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";42.940028;-4.123389;FOMBELLIDA;CEPSA
BARRIO DE RIOCORVO, 2 (N-611 PALENCIA-SANTANDER km 179,8);I;Terrestre;L-D: 06:30-22:00;43.314472;-4.069278;CARTES;MEROIL
BARRIO CARTES-MIES MOLLADAR, 1;D;Terrestre;L-D: 06:30-22:30;43.319056;-4.068861;CARTES;REPSOL
POLIGONO MOLLADAR ,BARRIO CARTES-REAL Y CUARTO, 1;D;Terrestre;L-D: 24H;43.318833;-4.071056;CARTES;BALLENOIL
CARRETERA N-611 (ANTIGUA) KM. 182;I;Terrestre;L-D: 08:00-22:00;43.331556;-4.0655;CARTES;REPSOL
CALLE CARTES-CARABETE, 9;D;Terrestre;L-D: 24H;43.322556;-4.07425;CARTES;REDETRANS
CALLE SANTIAGO-LA LLANADA, 1;D;Terrestre;L-D: 24H;43.333194;-4.066194;CARTES;PLENOIL
CALLE SANTIAGO-LA LLANADA, 6;D;Terrestre;L-D: 24H;43.332889;-4.066556;SANTIAGO;PETROPRIX
AUTOVIA A8 KM. 218,75;N;Terrestre;L-D: 06:00-22:00;43.313306;-3.933667;POMALUENGO;CEPSA
BARRIO BRAZOMAR S/N, S/N;D;Terrestre;L-D: 24H;43.368778;-3.212694;CASTRO URDIALES;BP CASTRO URDIALES
CALLE SANTANDER, 27;D;Terrestre;L-S: 08:00-21:00;43.383583;-3.220833;CASTRO URDIALES;REPSOL
AUTV.A-8 (AUTOV. CANTABRICO) km 141;N;Terrestre;L-D: 24H;43.354722;-3.176389;CASTRO URDIALES;EASYGAS
BARRIO BRAZOMAR, S/N;N;Terrestre;L-D: 24H;43.366833;-3.218778;CASTRO URDIALES;EROSKI
CARRETERA IRUN-LA CORUÑA KM. 156;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-15:00";43.403361;-3.30275;ISLARES;E.S. ISLARES S.L.
CARRETERA N-634 KM. 136,400;D;Terrestre;L-D: 06:00-22:00;43.341194;-3.15475;ONTON;REPSOL
CARRETERA N-634 KM. 136,4;I;Terrestre;L-D: 06:00-22:00;43.340917;-3.155083;ONTON;REPSOL
CN-621 km 150;N;Terrestre;L-D: 07:00-22:00;43.167083;-4.606194;OJEDO;ESTACION DE SERVICIO LIEBANA S.L
CARRETERA N-634 KM. 173,3;I;Terrestre;L-D: 06:00-22:00;43.394806;-3.458722;COLINDRES;PETRONOR
CALLE LA MAR, 47;N;Terrestre;L-D: 24H;43.393556;-3.463167;COLINDRES;BALLENOIL
PASEO ESTRADA;N;Terrestre;L-V: 09:00-19:00;43.37032;-4.28156;COMILLAS;COOPERATIVA RUISEÑADA
CARRETERA NACIONAL 611 KM. 170,940;N;Terrestre;L-D: 06:00-22:00;43.252444;-4.070972;CORRALES (LOS);SHELL
BARRIO SOMAHOZ;I;Terrestre;L-S: 07:00-23:00;43.248806;-4.064667;SOMAHOZ;E.S. MARJA
BARRIO BARROS, 9;N;Terrestre;L-D: 06:00-22:00;43.286083;-4.077889;BARROS;CEPSA
BARRIO SAN MATEO (CR N-611  PALENCIA-SANTANDER km 174);D;Terrestre;L-D: 24H;43.268583;-4.073861;LOS CORRALES DE BUELNA;E.S. SOMAHOZ
POLIGONO RIO PAS, SN;D;Terrestre;"L-V: 06:30-22:30; S: 06:30-14:00";43.215833;-3.940194;SAN VICENTE DE TORANZO;TALLERES Y SERVICIOS VILLEGAR
CR N-623, 116;I;Terrestre;L-D: 06:00-22:00;43.218333;-3.943222;VILLEGAR;REPSOL
CARRETERA N-634 KM. 195;I;Terrestre;L-D: 24H;43.388417;-3.685028;HOZNAYO;REPSOL
CTRA. N-634 km 196;I;Terrestre;L-D: 07:00-23:00;43.388583;-3.687083;HOZNAYO;REPSOL
AU A-8, 195;D;Terrestre;L-D: 06:00-22:00;43.389806;-3.6835;HOZNAYO;REPSOL
CARRETERA CA-148 KM. 0,3;I;Terrestre;L-D: 06:00-22:00;43.426083;-3.522444;ESCALANTE;REPSOL
CARRETERA IRUN-LA CORUÑA KM. 188;I;Terrestre;L-D: 06:00-22:00;43.414194;-3.578556;BERANGA;REPSOL
CALLE RECONQUISTA DE SEVILLA, S/N;D;Terrestre;L-D: 07:00-23:00;43.410722;-3.41275;LAREDO;REPSOL
CARRETERA N-634 KM. 171;D;Terrestre;L-D: 07:00-23:00;43.399833;-3.439222;LAREDO;REPSOL
N-634 km 165;D;Terrestre;L-D: 07:30-22:00;43.398583;-3.365528;LIENDO;VALLE DE LIENDO
CARRETERA NACIONAL 634 km 204,850;I;Terrestre;L-D: 06:00-22:00;43.358972;-3.76775;PAMANES;AREA DE SERVICIO PAMANES
BARRIO PONTEJOS - OTERO 230M, S/N;I;Terrestre;L-D: 24H;43.410861;-3.789528;PONTEJOS;BALLENOIL
CARRETERA CR CA-141 KM. 7,8;D;Terrestre;L-D: 07:30-22:00;43.425833;-3.769333;ELECHAS;REPSOL
CAMINO RUFRIEGO, 0;D;Terrestre;L-D: 07:00-23:00;43.391028;-3.744917;SOLARES;PETROLEOS DE CUDEYO
CARRETERA N-635 KM. 10,200;D;Terrestre;L-D: 06:00-22:00;43.396583;-3.787222;HERAS;CEPSA
CR CA-147, 4,7;I;Terrestre;L-D: 06:30-22:30;43.447306;-3.562611;SAN MAMES DE MERUELO;REPSOL
Bº BOCILLO 16;N;Terrestre;"L-V: 08:00-19:00; S: 09:00-13:00";43.454806;-3.57775;SAN MIGUEL DE MERUELO;AGROCANTABRIA
CARRETERA A67 KM. 13;N;Terrestre;L-D: 24H;43.406722;-3.985806;GORNAZO;CEPSA
CARRETERA A67 KM. 13;N;Terrestre;L-D: 24H;43.407778;-3.987222;GORNAZO;CEPSA
AVENIDA CANTABRIA, 1495;N;Terrestre;L-D: 08:00-22:00;43.413833;-4.011222;CUDON;EL CENTRO
CARRETERA N-611 KM. 159;D;Terrestre;L-D: 24H;43.131389;-4.049;SANTA OLALLA;PETRONOR
CALLE PUMARIJO, 2;D;Terrestre;L: 06:00-22:00;43.332389;-3.839417;SOBARZO;CEPSA
AVENIDA LUIS DE LA CONCHA, 63;N;Terrestre;"L-S: 06:30-22:30; D: 07:00-22:30";43.355222;-3.955306;RENEDO;AVIA
CARRETERA N-623 KM. 136;D;Terrestre;L-D: 06:00-21:00;43.358278;-3.924083;PARBAYON;GALP
CARRETERA N-611 KM. 197;D;Terrestre;L-D: 07:00-23:00;43.408472;-3.945806;ARCE;CEPSA
BARRIO REQUEJADA  EN  REQUEJADA, 2;N;Terrestre;L-D: 07:00-23:00;43.391667;-4.021694;REQUEJADA;BP POLANCO
N-623 km 28;D;Terrestre;L-D: 07:00-22:00;43.328167;-3.967583;PUENTE VIESGO;MEROIL
N-629 CERECEDA-COLINDRES km 67.8;I;Terrestre;L-D: 06:00-22:00;43.251889;-3.461944;RAMALES DE LA VICTORIA;AVIA
AVENIDA CANTABRIA, 99;N;Terrestre;L-D: 06:00-23:59;43.007139;-4.12875;REINOSA;CEPSA
AVENIDA CANTABRIA, 73;I;Terrestre;L-S: 07:00-22:30;43.003861;-4.131667;REINOSA;REPSOL
POLIGONO SEPES-LA VEGA, PARCELA 74-80, 74;N;Terrestre;L-D: 06:00-22:00;42.995194;-4.131333;REINOSA;CEPSA
CALLE LA MIES S/N AUTOVIA A8 SALIDA 234, ;I;Terrestre;L-D: 07:00-23:00;43.353889;-4.093056;REOCIN;CEPSA
CARRETERA PUENTE SAN MIGUEL- SANTILLANA DEL MAR KM. 1,2;D;Terrestre;"L-S: 07:00-22:00; D: 08:00-22:00";43.368611;-4.089444;PUENTE SAN MIGUEL;PETRONOR
AUTOVIA AUTOVIA DEL CANTABRICOA-8 KM. 234;N;Terrestre;L-D: 24H;43.356;-4.094167;PUENTE SAN MIGUEL;CEPSA
CALLE CASTANEDO-EL SOLARON, 13;D;Terrestre;L-D: 07:00-22:00;43.446667;-3.698944;CASTANEDO;CEPSA
CALLE ZUÑEDA, 7;I;Terrestre;L: 07:00-22:00;43.456778;-3.709361;LOREDO;REPSOL
AUTOVIA A-8 KM. 194;D;Terrestre;L-D: 24H;43.391056;-3.665;ANERO;CEPSA
CARRETERA CA-182 KM. 15,4;D;Terrestre;"L-V: 07:30-21:00; S-D: 09:00-21:00";43.254194;-4.405361;PUENTENANSA;PETRONOR
CARRETERA COMARCAL 625 KM. 48400;N;Terrestre;L-D: 24H;43.269333;-4.249639;RUENTE;CEPSA
CARRETERA EL PORTILLO KM. 21,5;I;Terrestre;"L-J: 07:00-21:00; V: 07:00-22:00; S: 08:00-22:00; D: 09:00-18:00";43.387639;-4.279472;RUILOBUCA;REPSOL
CARRETERA LOS CORRALES DE BUELNA-PUENTE VIESGO KM. 1,500;D;Terrestre;L-D: 06:00-22:00;43.266639;-4.052917;JAIN;AREA DE SERVICIO URAL
CARRETERA E-70/N-634 KM. 270;I;Terrestre;L-D: 06:00-22:00;43.388361;-4.407833;SAN VICENTE DE LA BARQUERA;E.S.SOLBAS
CALLE JOSE MARIA PEREDA, 6;I;Terrestre;L-D: 24H;43.464056;-3.875944;SOTO DE LA MARINA;BALLENOIL
